timestamp,latitude,longitude
26-01-2026  21:45:23,13.066997560647811,80.28708557486604
09-02-2026  11:41:09,13.049597201159804,80.28304380700467
20-12-2025  14:16:07,13.059966733094289,80.28776968812866
04-01-2026  09:25:38,13.050538010391556,80.27062213968324
08-01-2026  11:28:58,13.063794168234592,80.26304782270395
05-02-2026  12:15:20,13.080407831183903,80.26888448300701
23-01-2026  17:29:16,13.079867133400894,80.27328553869695
26-12-2025  17:25:04,13.077278502858608,80.27807194870658
06-02-2026  22:34:48,13.09151182954616,80.28862291625666
04-02-2026  08:39:36,13.10966171009179,80.27713491414032
28-12-2025  13:00:33,13.0975519631189,80.26493652401321
03-01-2026  08:32:29,13.088750622771236,80.26927369132359
31-01-2026  18:13:41,13.074220853030452,80.25441041886141
09-01-2026  08:25:35,13.082162320137344,80.26259899713041
16-01-2026  07:31:56,13.076630917752285,80.26897345494024
24-01-2026  12:06:35,13.0576010883654,80.2548188855233
11-02-2026  07:25:01,13.059797029885948,80.24054385233428
29-01-2026  13:06:37,13.046395684461384,80.22937978175875
18-01-2026  11:32:33,13.029334086145356,80.2160124627992
29-01-2026  11:32:43,13.024143715751883,80.22788264887784
24-12-2025  13:39:23,13.04128539885065,80.23067151160626
27-01-2026  19:50:24,13.046851351137894,80.22114014122678
20-01-2026  13:55:59,13.039078980996385,80.24103216332662
05-02-2026  21:56:17,13.024037061635289,80.23078598615437
01-01-2026  18:01:14,13.037091382251932,80.24189341165636
23-12-2025  19:03:18,13.041496521347964,80.26039331365281
13-01-2026  18:52:42,13.032999137584223,80.26299676941407
14-02-2026  07:33:05,13.023791948256957,80.27653229037064
28-12-2025  14:57:35,13.033374194193785,80.28514356609385
02-02-2026  09:17:23,13.040280701566145,80.2706640060275
08-02-2026  10:07:17,13.021639790043652,80.25220422453312
22-01-2026  20:15:34,13.001869844889516,80.24109327407739
25-01-2026  15:34:25,12.98822666935125,80.24720719998861
16-01-2026  09:49:10,12.99210805339508,80.24760220301947
03-01-2026  20:24:24,12.990007307834546,80.26644673720533
29-12-2025  20:39:14,13.001899440589082,80.2561436248941
06-02-2026  15:52:37,12.988102450646286,80.26174154522774
28-12-2025  20:12:12,12.99869660185582,80.26487375841513
24-12-2025  19:58:56,13.006383396611357,80.2581289942819
03-01-2026  08:16:47,13.017306240990774,80.24145455747937
15-02-2026  15:43:28,13.023561563047137,80.22554910538256
02-02-2026  18:54:08,13.039196259050335,80.20559508605183
13-01-2026  18:02:19,13.05264462456123,80.19914947678228
